Date,Close Price
7/7/2015,264.96
7/8/2015,269.65
7/9/2015,268.11
7/10/2015,283.88
7/11/2015,291.69
7/12/2015,309.98
7/13/2015,290.88
7/14/2015,286.19
7/15/2015,283.82
7/16/2015,277.83
7/17/2015,278.49
7/18/2015,274.49
7/19/2015,272.49
7/20/2015,278.41
7/21/2015,275.1
7/22/2015,276.62
7/23/2015,275.63
7/24/2015,287.97
7/25/2015,288.13
7/26/2015,291.64
7/27/2015,292.73
7/28/2015,293.79
7/29/2015,288.77
7/30/2015,287.29
7/31/2015,283.94
8/1/2015,280.04
8/2/2015,281.65
8/3/2015,280.48
8/4/2015,284.5
8/5/2015,281.38
8/6/2015,278.25
8/7/2015,279.03
8/8/2015,260.2
8/9/2015,264.44
8/10/2015,263.76
8/11/2015,270.92
8/12/2015,265.64
8/13/2015,263.34
8/14/2015,264.87
8/15/2015,260.73
8/16/2015,257.67
8/17/2015,256.98
8/18/2015,219
8/19/2015,225.39
8/20/2015,234.69
8/21/2015,231.94
8/22/2015,229.74
8/23/2015,227.59
8/24/2015,209.13
8/25/2015,221.71
8/26/2015,225.38
8/27/2015,224.26
8/28/2015,230.98
8/29/2015,229.76
8/30/2015,228.61
8/31/2015,230.02
9/1/2015,227.35
9/2/2015,228.86
9/3/2015,226.76
9/4/2015,230.09
9/5/2015,234.68
9/6/2015,239.44
9/7/2015,240.02
9/8/2015,243.55
9/9/2015,238.29
9/10/2015,238.59
9/11/2015,240.08
9/12/2015,234.82
9/13/2015,230.33
9/14/2015,230.24
9/15/2015,229.92
9/16/2015,228.8
9/17/2015,232.79
9/18/2015,232.72
9/19/2015,231.24
9/20/2015,230.86
9/21/2015,226.61
9/22/2015,230.52
9/23/2015,229.96
9/24/2015,234.28
9/25/2015,234.84
9/26/2015,234.21
9/27/2015,232.85
9/28/2015,239.34
9/29/2015,236.62
9/30/2015,236.25
10/1/2015,237.57
10/2/2015,237.4
10/3/2015,239.09
10/4/2015,238.69
10/5/2015,240.59
10/6/2015,246.42
10/7/2015,243.27
10/8/2015,242.69
10/9/2015,244.32
10/10/2015,245.33
10/11/2015,247.53
10/12/2015,245.59
10/13/2015,249.94
10/14/2015,252.59
10/15/2015,254.81
10/16/2015,262.94
10/17/2015,271.2
10/18/2015,262.9
10/19/2015,264.42
10/20/2015,270.22
10/21/2015,267.33
10/22/2015,274.41
10/23/2015,277.46
10/24/2015,282.66
10/25/2015,283.07
10/26/2015,286.13
10/27/2015,294.4
10/28/2015,303.89
10/29/2015,313.59
10/30/2015,326
10/31/2015,312.43
11/1/2015,325.08
11/2/2015,359.35
11/3/2015,400.71
11/4/2015,408.74
11/5/2015,387.51
11/6/2015,374.95
11/7/2015,384.8
11/8/2015,373.49
11/9/2015,380.04
11/10/2015,337.93
11/11/2015,312.58
11/12/2015,336.86
11/13/2015,337.29
11/14/2015,333.55
11/15/2015,319.93
11/16/2015,331.59
11/17/2015,335.77
11/18/2015,334.97
11/19/2015,326.31
11/20/2015,321.99
11/21/2015,327.17
11/22/2015,324.34
11/23/2015,323.26
11/24/2015,320.16
11/25/2015,328.98
11/26/2015,353.3
11/27/2015,358.18
11/28/2015,357.66
11/29/2015,371.86
11/30/2015,376.91
12/1/2015,362.73
12/2/2015,359.43
12/3/2015,361.31
12/4/2015,363.48
12/5/2015,388.86
12/6/2015,388.46
12/7/2015,395.86
12/8/2015,418.14
12/9/2015,418.04
12/10/2015,415.25
12/11/2015,453.9
12/12/2015,435.9
12/13/2015,433.54
12/14/2015,443.84
12/15/2015,465.5
12/16/2015,455.37
12/17/2015,455.99
12/18/2015,463.84
12/19/2015,462.23
12/20/2015,442.5
12/21/2015,437.76
12/22/2015,435.5
12/23/2015,442.84
12/24/2015,454.85
12/25/2015,455.31
12/26/2015,417.22
12/27/2015,422.52
12/28/2015,421.26
12/29/2015,432.62
12/30/2015,426.14
12/31/2015,430.05
1/1/2016,434.46
1/2/2016,433.59
1/3/2016,430.36
1/4/2016,433.49
1/5/2016,432.25
1/6/2016,429.46
1/7/2016,458.28
1/8/2016,453.37
1/9/2016,449.14
1/10/2016,448.96
1/11/2016,448.38
1/12/2016,432.88
1/13/2016,432.04
1/14/2016,429.73
1/15/2016,358.77
1/16/2016,387.66
1/17/2016,380.21
1/18/2016,385.84
1/19/2016,377.74
1/20/2016,418.74
1/21/2016,409.94
1/22/2016,381.76
1/23/2016,386.19
1/24/2016,402.61
1/25/2016,390.66
1/26/2016,391.43
1/27/2016,394.63
1/28/2016,379.38
1/29/2016,378.2
1/30/2016,376.94
1/31/2016,367.13
2/1/2016,371.25
2/2/2016,372.88
2/3/2016,368.93
2/4/2016,388.61
2/5/2016,385.34
2/6/2016,375.4
2/7/2016,375.28
2/8/2016,371.1
2/9/2016,373.32
2/10/2016,379.96
2/11/2016,377.72
2/12/2016,383.13
2/13/2016,392.18
2/14/2016,406.74
2/15/2016,399.48
2/16/2016,407.36
2/17/2016,415.56
2/18/2016,421.64
2/19/2016,420.33
2/20/2016,436.52
2/21/2016,438.98
2/22/2016,438.07
2/23/2016,419.98
2/24/2016,424.36
2/25/2016,423.52
2/26/2016,432.06
2/27/2016,432.14
2/28/2016,432.64
2/29/2016,436.61
3/1/2016,433.64
3/2/2016,421.6
3/3/2016,419.47
3/4/2016,407.98
3/5/2016,397.83
3/6/2016,404.55
3/7/2016,412.98
3/8/2016,411.76
3/9/2016,412.62
3/10/2016,416.16
3/11/2016,419.89
3/12/2016,410.13
3/13/2016,412.29
3/14/2016,415.09
3/15/2016,415.38
3/16/2016,416.25
3/17/2016,418.45
3/18/2016,408.04
3/19/2016,408.52
3/20/2016,410.75
3/21/2016,411.42
3/22/2016,416.93
3/23/2016,417.39
3/24/2016,414.34
3/25/2016,415.69
3/26/2016,416.73
3/27/2016,425.38
3/28/2016,422.76
3/29/2016,415.55
3/30/2016,412.69
3/31/2016,415.16
4/1/2016,417.01
4/2/2016,419.69
4/3/2016,419.38
4/4/2016,419.42
4/5/2016,422.65
4/6/2016,421.7
4/7/2016,421.2
4/8/2016,418.09
4/9/2016,418.42
4/10/2016,421.11
4/11/2016,422.99
4/12/2016,425.99
4/13/2016,424.4
4/14/2016,425.11
4/15/2016,429.98
4/16/2016,430.84
4/17/2016,427.86
4/18/2016,429.05
4/19/2016,436.1
4/20/2016,442.16
4/21/2016,451.1
4/22/2016,447.64
4/23/2016,452.58
4/24/2016,460.33
4/25/2016,462.51
4/26/2016,467.8
4/27/2016,445.01
4/28/2016,449.86
4/29/2016,456.35
4/30/2016,449.33
5/1/2016,453.04
5/2/2016,444.51
5/3/2016,450.27
5/4/2016,446.96
5/5/2016,448.53
5/6/2016,460.37
5/7/2016,459.46
5/8/2016,459.44
5/9/2016,461.49
5/10/2016,450.99
5/11/2016,452.11
5/12/2016,454.82
5/13/2016,455.73
5/14/2016,455.75
5/15/2016,457.85
5/16/2016,453.41
5/17/2016,452.75
5/18/2016,453.38
5/19/2016,436.73
5/20/2016,442.95
5/21/2016,443.13
5/22/2016,438.77
5/23/2016,443.73
5/24/2016,445.13
5/25/2016,449.23
5/26/2016,453.82
5/27/2016,473.47
5/28/2016,525.43
5/29/2016,524.08
5/30/2016,532.59
5/31/2016,531.8
6/1/2016,536.42
6/2/2016,538.14
6/3/2016,570.47
6/4/2016,573.45
6/5/2016,574.11
6/6/2016,585.53
6/7/2016,577.86
6/8/2016,583.1
6/9/2016,576.45
6/10/2016,579.13
6/11/2016,611.78
6/12/2016,675.34
6/13/2016,705.62
6/14/2016,685.99
6/15/2016,696.32
6/16/2016,768.24
6/17/2016,747.55
6/18/2016,755.68
6/19/2016,764.04
6/20/2016,727.95
6/21/2016,665.88
6/22/2016,602.89
6/23/2016,625.49
6/24/2016,665.16
6/25/2016,665.33
6/26/2016,630.25
6/27/2016,658.4
6/28/2016,646.3
6/29/2016,639.08
6/30/2016,672.48
7/1/2016,676.52
7/2/2016,703.69
7/3/2016,659.69
7/4/2016,681.63
7/5/2016,668.09
7/6/2016,676.11
7/7/2016,639.76
7/8/2016,664.74
7/9/2016,650.63
7/10/2016,649.96
7/11/2016,649.03
7/12/2016,664.84
7/13/2016,653.93
7/14/2016,659.64
7/15/2016,664.88
7/16/2016,663.54
7/17/2016,679.05
7/18/2016,673.59
7/19/2016,673.84
7/20/2016,666.18
7/21/2016,665.1
7/22/2016,650.82
7/23/2016,654.86
7/24/2016,661.05
7/25/2016,655.13
7/26/2016,651.08
7/27/2016,655.44
7/28/2016,655.63
7/29/2016,656.67
7/30/2016,654.98
7/31/2016,625.88
8/1/2016,607.37
8/2/2016,552.82
8/3/2016,565.26
8/4/2016,578.32
8/5/2016,574.96
8/6/2016,588.42
8/7/2016,592.78
8/8/2016,590.62
8/9/2016,584.76
8/10/2016,592.89
8/11/2016,586.52
8/12/2016,586.03
8/13/2016,585.08
8/14/2016,571.44
8/15/2016,567.2
8/16/2016,576.25
8/17/2016,571.74
8/18/2016,572.5
8/19/2016,573.66
8/20/2016,580.7
8/21/2016,580.69
8/22/2016,584.73
8/23/2016,581.28
8/24/2016,577.99
8/25/2016,575.73
8/26/2016,578.16
8/27/2016,568.67
8/28/2016,573.55
8/29/2016,572.36
8/30/2016,576
8/31/2016,572.33
9/1/2016,571.69
9/2/2016,574.15
9/3/2016,598.38
9/4/2016,608.92
9/5/2016,606.03
9/6/2016,611.07
9/7/2016,614.79
9/8/2016,624.95
9/9/2016,621.8
9/10/2016,622.21
9/11/2016,605.81
9/12/2016,606.31
9/13/2016,606.92
9/14/2016,608.22
9/15/2016,605.21
9/16/2016,606.33
9/17/2016,605.29
9/18/2016,608.7
9/19/2016,608.53
9/20/2016,599.47
9/21/2016,595.8
9/22/2016,595.03
9/23/2016,601.71
9/24/2016,601.34
9/25/2016,599.18
9/26/2016,606.81
9/27/2016,604.76
9/28/2016,603.52
9/29/2016,605.06
9/30/2016,608.44
10/1/2016,613.93
10/2/2016,610.29
10/3/2016,612.34
10/4/2016,609.37
10/5/2016,610.88
10/6/2016,610.9
10/7/2016,616.49
10/8/2016,616.6
10/9/2016,614.62
10/10/2016,617.42
10/11/2016,639.37
10/12/2016,635.08
10/13/2016,635.02
10/14/2016,638.37
10/15/2016,637.37
10/16/2016,639.83
10/17/2016,636.92
10/18/2016,635.51
10/19/2016,628.15
10/20/2016,628.62
10/21/2016,630.15
10/22/2016,652.71
10/23/2016,649.24
10/24/2016,648.4
10/25/2016,652.89
10/26/2016,674.36
10/27/2016,686.52
10/28/2016,688.1
10/29/2016,712.87
10/30/2016,696.35
10/31/2016,697.37
11/1/2016,729.27
11/2/2016,742.46
11/3/2016,687.51
11/4/2016,702.54
11/5/2016,704.16
11/6/2016,712.24
11/7/2016,704.02
11/8/2016,709.15
11/9/2016,721.19
11/10/2016,713.67
11/11/2016,716.56
11/12/2016,703.55
11/13/2016,702.5
11/14/2016,706.39
11/15/2016,711.96
11/16/2016,742.07
11/17/2016,735.41
11/18/2016,749.68
11/19/2016,750.63
11/20/2016,728.61
11/21/2016,736.72
11/22/2016,748.22
11/23/2016,741.6
11/24/2016,736.4
11/25/2016,738.28
11/26/2016,732.82
11/27/2016,728.42
11/28/2016,731.75
11/29/2016,731.76
11/30/2016,742.01
12/1/2016,753.25
12/2/2016,771.41
12/3/2016,764.97
12/4/2016,766.46
12/5/2016,750.71
12/6/2016,758.81
12/7/2016,763.9
12/8/2016,766.75
12/9/2016,770.41
12/10/2016,773.21
12/11/2016,768.62
12/12/2016,777.91
12/13/2016,775.25
12/14/2016,776.64
12/15/2016,775.48
12/16/2016,780.85
12/17/2016,788.58
12/18/2016,788.59
12/19/2016,790.16
12/20/2016,798.78
12/21/2016,833.1
12/22/2016,858.74
12/23/2016,916.79
12/24/2016,894.2
12/25/2016,894.48
12/26/2016,902.55
12/27/2016,931.11
12/28/2016,978.01
12/29/2016,969.62
12/30/2016,960.47
12/31/2016,968.23
1/1/2017,997.69
1/2/2017,1018.05
1/3/2017,1030.82
1/4/2017,1129.87
1/5/2017,1005.81
1/6/2017,895.67
1/7/2017,905.17
1/8/2017,913.52
1/9/2017,899.35
1/10/2017,904.79
1/11/2017,775.98
1/12/2017,802.83
1/13/2017,826.12
1/14/2017,818.64
1/15/2017,822.42
1/16/2017,830.26
1/17/2017,904.45
1/18/2017,884.25
1/19/2017,898.02
1/20/2017,891.62
1/21/2017,920.01
1/22/2017,925.33
1/23/2017,912.69
1/24/2017,885.65
1/25/2017,894.11
1/26/2017,915.1
1/27/2017,918.56
1/28/2017,920.28
1/29/2017,914.04
1/30/2017,920.24
1/31/2017,967.67
2/1/2017,987.35
2/2/2017,1007.79
2/3/2017,1018.11
2/4/2017,1033.65
2/5/2017,1013.99
2/6/2017,1024.61
2/7/2017,1052.54
2/8/2017,1054.34
2/9/2017,988.95
2/10/2017,993.08
2/11/2017,1010
2/12/2017,999.51
2/13/2017,996.86
2/14/2017,1009.25
2/15/2017,1009.12
2/16/2017,1034.08
2/17/2017,1053.12
2/18/2017,1058.41
2/19/2017,1052.82
2/20/2017,1083.24
2/21/2017,1123.66
2/22/2017,1122.19
2/23/2017,1178.38
2/24/2017,1180.92
2/25/2017,1151.58
2/26/2017,1179.97
2/27/2017,1194.28
2/28/2017,1190.89
3/1/2017,1230.02
3/2/2017,1260.92
3/3/2017,1290.79
3/4/2017,1267.68
3/5/2017,1277.68
3/6/2017,1280.87
3/7/2017,1232.43
3/8/2017,1150.48
3/9/2017,1191.81
3/10/2017,1117.02
3/11/2017,1181.64
3/12/2017,1229.5
3/13/2017,1243.24
3/14/2017,1246.31
3/15/2017,1259.6
3/16/2017,1172.91
3/17/2017,1070.13
3/18/2017,970.6
3/19/2017,1017.8
3/20/2017,1041.34
3/21/2017,1115.04
3/22/2017,1037.44
3/23/2017,1029.95
3/24/2017,935.95
3/25/2017,964.69
3/26/2017,965.23
3/27/2017,1040.49
3/28/2017,1044.25
3/29/2017,1040.39
3/30/2017,1037.53
3/31/2017,1079.75
4/1/2017,1089.51
4/2/2017,1098.78
4/3/2017,1147.63
4/4/2017,1143.75
4/5/2017,1135
4/6/2017,1190.6
4/7/2017,1193.02
4/8/2017,1184.82
4/9/2017,1210.05
4/10/2017,1213.34
4/11/2017,1224.77
4/12/2017,1216.5
4/13/2017,1178.53
4/14/2017,1183.44
4/15/2017,1180.7
4/16/2017,1184.79
4/17/2017,1203.73
4/18/2017,1217.6
4/19/2017,1226.94
4/20/2017,1255.4
4/21/2017,1257.13
4/22/2017,1244.37
4/23/2017,1248.22
4/24/2017,1248.32
4/25/2017,1263.54
4/26/2017,1284.84
4/27/2017,1329.19
4/28/2017,1320.05
4/29/2017,1327.04
4/30/2017,1347.96
5/1/2017,1402.08
5/2/2017,1443.68
5/3/2017,1492
5/4/2017,1515.63
5/5/2017,1512.21
5/6/2017,1548.29
5/7/2017,1555.47
5/8/2017,1639.32
5/9/2017,1706.93
5/10/2017,1756.8
5/11/2017,1807.37
5/12/2017,1676.99
5/13/2017,1759.96
5/14/2017,1772.42
5/15/2017,1697.38
5/16/2017,1718.2
5/17/2017,1802.16
5/18/2017,1887.33
5/19/2017,1968.1
5/20/2017,2051.73
5/21/2017,2055.62
5/22/2017,2139.03
5/23/2017,2291.48
5/24/2017,2476.3
5/25/2017,2357.5
5/26/2017,2247.48
5/27/2017,2106.31
5/28/2017,2207.58
5/29/2017,2289.87
5/30/2017,2197.23
5/31/2017,2330.23
6/1/2017,2452.18
6/2/2017,2517.41
6/3/2017,2555.65
6/4/2017,2552.81
6/5/2017,2736.59
6/6/2017,2914.08
6/7/2017,2694.22
6/8/2017,2825.03
6/9/2017,2826.7
6/10/2017,2942.34
6/11/2017,3018.54
6/12/2017,2682.59
