date,bprice,goldprice,sp,forex,oil
2017/12/31,13860.14,NA,NA,NA,NA
2018/01/01,13412.44,NA,NA,NA,NA
2018/01/02,14740.76,1312.8,2695.81,1.205,60.37
2018/01/03,15134.65,1314.6,2713.06,1.203,61.61
2018/01/04,15155.23,1313.7,2723.99,1.2064,61.98
2018/01/05,16937.17,1317.9,2743.15,1.2039,61.49
2018/01/06,17135.84,NA,NA,NA,NA
2018/01/07,16178.49,NA,NA,NA,NA
2018/01/08,14970.36,1318.8,2747.71,1.1973,61.73
2018/01/09,14439.47,1314.95,2751.29,1.1922,62.92
2018/01/10,14890.72,1321.65,2748.23,1.1958,63.6
2018/01/11,13287.26,1319.85,2767.56,1.2035,63.81
2018/01/12,13812.71,1332.9,2786.24,1.213,64.22
2018/01/13,14188.78,NA,NA,NA,NA
2018/01/14,13619.03,NA,NA,NA,NA
2018/01/15,13585.9,1343,NA,NA,NA
2018/01/16,11348.02,1334.95,2776.42,1.2244,63.82
2018/01/17,11141.25,1337.35,2802.56,1.2229,63.92
2018/01/18,11250.65,1329.75,2798.03,1.2238,63.96
2018/01/19,11514.92,1335.8,2810.3,1.2238,63.38
2018/01/20,12759.64,NA,NA,NA,NA
2018/01/21,11522.86,NA,NA,NA,NA
2018/01/22,10772.15,1334.15,2832.97,1.223,63.66
2018/01/23,10839.83,1337.1,2839.13,1.2277,64.45
2018/01/24,11399.52,1350.5,2837.54,1.239,65.69
2018/01/25,11137.24,1360.25,2839.25,1.2488,65.62
2018/01/26,11090.06,1354.35,2872.87,1.2422,66.27
2018/01/27,11407.15,NA,NA,NA,NA
2018/01/28,11694.47,NA,NA,NA,NA
2018/01/29,11158.39,1348.4,2853.53,1.2352,65.71
2018/01/30,10035,1345.7,2822.43,1.239,64.64
2018/01/31,10166.51,1343.35,2823.81,1.2428,64.82
2018/02/01,9052.58,1341.1,2821.98,1.2482,65.92
2018/02/02,8827.63,1345,2762.13,1.2446,65.5
2018/02/03,9224.39,NA,NA,NA,NA
2018/02/04,8186.65,NA,NA,NA,NA
2018/02/05,6914.26,1337.1,2648.94,1.2418,64.18
2018/02/06,7700.39,1344.65,2695.14,1.2381,63.48
2018/02/07,7581.8,1328.5,2681.66,1.2281,61.91
2018/02/08,8237.24,1311.05,2581,1.2238,61.3
2018/02/09,8689.84,1316.05,2619.55,1.2226,59.2
2018/02/10,8556.61,NA,NA,NA,NA
2018/02/11,8070.8,NA,NA,NA,NA
2018/02/12,8891.21,1321.7,2656,1.2267,59.41
2018/02/13,8516.24,1329.4,2662.94,1.2363,59.33
2018/02/14,9477.84,1330.75,2698.63,1.2396,60.7
2018/02/15,10016.49,1353.7,2731.2,1.2482,61.48
2018/02/16,10178.71,1358.6,2732.22,1.2442,61.89
2018/02/17,11092.15,NA,NA,NA,NA
2018/02/18,10396.63,NA,NA,NA,NA
2018/02/19,11159.72,1347.4,NA,NA,NA
2018/02/20,11228.24,1337.4,2716.26,1.2348,61.91
2018/02/21,10456.17,1328.6,2701.33,1.2314,61.73
2018/02/22,9830.43,1323.5,2703.96,1.2326,62.72
2018/02/23,10149.46,1328.9,2747.3,1.2298,63.52
2018/02/24,9682.38,NA,NA,NA,NA
2018/02/25,9586.46,NA,NA,NA,NA
2018/02/26,10313.08,1339.05,2779.6,1.2296,63.81
2018/02/27,10564.42,1332.75,2744.28,1.2239,62.94
2018/02/28,10309.64,1320.3,2713.83,1.2211,61.43
2018/03/01,10907.59,1311.25,2677.67,1.2216,60.98
2018/03/02,11019.52,1316.75,2691.25,1.2314,61.19
2018/03/03,11438.65,NA,NA,NA,NA
2018/03/04,11479.73,NA,NA,NA,NA
2018/03/05,11432.98,1326.3,2720.94,1.233,62.49
2018/03/06,10709.53,1324.95,2728.12,1.2415,62.54
2018/03/07,9906.8,1332.5,2726.8,1.2397,61.09
2018/03/08,9299.28,1325.4,2738.97,1.2314,60.13
2018/03/09,9237.05,1319.35,2786.57,1.2326,62.02
2018/03/10,8787.16,NA,NA,NA,NA
2018/03/11,9532.74,NA,NA,NA,NA
2018/03/12,9118.27,1317.25,2783.02,1.2318,61.35
2018/03/13,9144.15,1318.7,2765.31,1.2398,60.69
2018/03/14,8196.9,1324.95,2749.48,1.2362,60.89
2018/03/15,8256.99,1323.35,2747.33,1.2321,61.16
2018/03/16,8269.33,1320.05,2752.01,1.228,62.29
2018/03/17,7862.11,NA,NA,NA,NA
2018/03/18,8196.02,NA,NA,NA,NA
2018/03/19,8594.19,1311.7,2712.92,1.2329,62.01
2018/03/20,8915.9,1312.75,2716.94,1.2271,63.37
2018/03/21,8895.4,1316.35,2711.93,1.2268,65.1
2018/03/22,8712.89,1328.85,2643.69,1.231,64.25
2018/03/23,8918.74,1342.35,2588.26,1.236,65.8
2018/03/24,8535.89,NA,NA,NA,NA
2018/03/25,8449.83,NA,NA,NA,NA
2018/03/26,8138.34,1348.4,2658.55,1.244,65.49
2018/03/27,7790.16,1350.65,2612.62,1.241,65.21
2018/03/28,7937.2,1341.05,2605,1.2351,64.3
2018/03/29,7086.49,1323.9,2640.87,1.2297,64.87
2018/03/30,6844.32,NA,NA,1.232,NA
2018/03/31,6926.02,NA,NA,NA,NA
2018/04/01,6816.74,NA,NA,NA,NA
2018/04/02,7049.79,NA,2581.88,1.2288,63.05
2018/04/03,7417.89,1336.6,2614.45,1.2261,63.41
2018/04/04,6789.3,1343.15,2644.69,1.2292,63.35
2018/04/05,6774.75,1327.05,2662.84,1.223,63.53
2018/04/06,6620.41,1325.6,2604.47,1.2274,62.03
2018/04/07,6896.28,NA,NA,NA,NA
2018/04/08,7022.71,NA,NA,NA,NA
2018/04/09,6773.94,1328.5,2613.16,1.232,63.4
2018/04/10,6830.9,1335.95,2656.87,1.2338,65.48
2018/04/11,6939.55,1345.2,2642.19,1.2384,66.81
2018/04/12,7916.37,1345.9,2663.99,1.232,67.07
2018/04/13,7889.23,1340.75,2656.3,1.2322,67.35
2018/04/14,8003.68,NA,NA,NA,NA
2018/04/15,8357.04,NA,NA,NA,NA
2018/04/16,8051.34,1344.4,2677.84,1.2373,66.23
2018/04/17,7890.15,1342.95,2706.39,1.2345,66.5
2018/04/18,8163.69,1346.55,2708.64,1.238,68.44
2018/04/19,8273.74,1347.9,2693.13,1.2336,68.3
2018/04/20,8863.5,1340.15,2670.14,1.2282,68.26
2018/04/21,8917.6,NA,NA,NA,NA
2018/04/22,8792.83,NA,NA,NA,NA
2018/04/23,8938.3,1328,2670.29,1.2216,67.61
2018/04/24,9652.16,1327.35,2634.56,1.2226,67.66
2018/04/25,8864.09,1325.7,2639.4,1.2178,68
2018/04/26,9279,1321.9,2666.94,1.2113,68.18
2018/04/27,8978.33,1317.7,2669.91,1.2108,68.11
2018/04/28,9342.47,NA,NA,NA,NA
2018/04/29,9392.03,NA,NA,NA,NA
2018/04/30,9244.32,1316.25,2648.05,1.2074,68.56
2018/05/01,9067.71,1309.2,2654.8,1.2,67.28
2018/05/02,9219.86,1310.75,2635.67,1.1968,67.91
2018/05/03,9734.67,1313.3,2629.73,1.197,68.45
2018/05/04,9692.72,1309.35,2663.42,1.1946,69.71
2018/05/05,9826.6,NA,NA,NA,NA
2018/05/06,9619.14,NA,NA,NA,NA
2018/05/07,9362.53,NA,2672.63,1.1927,70.74
2018/05/08,9180.16,1310.05,2671.92,1.1863,68.83
2018/05/09,9306,1306.85,2697.79,1.1852,71.16
2018/05/10,9014.61,1314.8,2723.07,1.1896,71.36
2018/05/11,8406.17,1324.8,2727.72,1.1951,70.69
2018/05/12,8467.66,NA,NA,NA,NA
2018/05/13,8688.03,NA,NA,NA,NA
2018/05/14,8675.21,1320.7,2730.13,1.1976,71.01
2018/05/15,8474.24,1310.05,2711.45,1.1864,71.34
2018/05/16,8340.3,1291.75,2722.46,1.1788,71.43
2018/05/17,8058.6,1288.85,2720.13,1.1798,71.47
2018/05/18,8240.72,1287.2,2712.97,1.1775,71.23
2018/05/19,8234.15,NA,NA,NA,NA
2018/05/20,8520.81,NA,NA,NA,NA
2018/05/21,8395.23,1285.85,2733.01,1.1768,72.26
2018/05/22,7983.52,1293.9,2724.44,1.1783,72.09
2018/05/23,7502.56,1294,2733.29,1.1693,71.85
2018/05/24,7578.69,1296.35,2727.76,1.1729,70.77
2018/05/25,7460.69,1303.95,2721.33,1.1666,67.92
2018/05/26,7334.16,NA,NA,NA,NA
2018/05/27,7344.97,NA,NA,NA,NA
2018/05/28,7105.67,NA,NA,NA,NA
2018/05/29,7460.58,1302.05,2689.86,1.1551,66.8
2018/05/30,7375.67,1298.6,2724.01,1.1664,68.24
2018/05/31,7487.19,1303.5,2705.27,1.167,66.98
2018/06/01,7518.24,1299.15,2734.62,1.1679,65.81
2018/06/02,7636.19,NA,NA,NA,NA
2018/06/03,7711.36,NA,NA,NA,NA
2018/06/04,7490.59,1294.65,2746.87,1.1696,64.76
2018/06/05,7616.89,1292.25,2748.8,1.1672,65.51
2018/06/06,7655.98,1295.25,2772.35,1.1778,64.75
2018/06/07,7688,1298.3,2770.37,1.1815,65.96
2018/06/08,7616.1,1299.2,2779.03,1.1773,65.77
2018/06/09,7497.34,NA,NA,NA,NA
2018/06/10,6765.8,NA,NA,NA,NA
2018/06/11,6877.18,1296.05,2782,1.1802,66.1
2018/06/12,6548.33,1298.3,2786.85,1.1792,66.38
2018/06/13,6299.52,1294.4,2775.63,1.1784,66.63
2018/06/14,6637.74,1305.3,2782.49,1.1634,66.91
2018/06/15,6410.72,1300.1,2779.66,1.1616,65.01
2018/06/16,6485.87,NA,NA,NA,NA
2018/06/17,6443.67,NA,NA,NA,NA
2018/06/18,6709.48,1281.25,2773.75,1.1606,65.91
2018/06/19,6737.41,1279,2762.59,1.1577,65.09
2018/06/20,6758.38,1273.25,2767.32,1.1592,65.92
2018/06/21,6717.2,1263.7,2749.76,1.16,65.68
2018/06/22,6053.9,1269.7,2754.88,1.163,69.02
2018/06/23,6170.56,NA,NA,NA,NA
2018/06/24,6150.19,NA,NA,NA,NA
2018/06/25,6247.47,1269.8,2717.07,1.1694,69.91
2018/06/26,6074.92,1257.15,2723.06,1.1675,75.23
2018/06/27,6132.56,1256.8,2699.63,1.1588,77.41
2018/06/28,5848.26,1250.5,2716.31,1.1582,73.45
2018/06/29,6203.9,1250.55,2718.37,1.1677,74.13
2018/06/30,6387.31,NA,NA,NA,NA
2018/07/01,6347.86,NA,NA,NA,NA
2018/07/02,6613.27,1249,2726.71,1.1604,73.89
2018/07/03,6504.93,1245.85,2713.22,1.1653,74.19
2018/07/04,6584.77,1256.9,NA,NA,NA
2018/07/05,6531.2,1252.5,2736.61,1.1697,73.05
2018/07/06,6600.99,1254.2,2759.82,1.1738,73.78
2018/07/07,6755.56,NA,NA,NA,NA
2018/07/08,6704.18,NA,NA,NA,NA
2018/07/09,6664.21,1262.6,2784.17,1.1744,73.93
2018/07/10,6302.49,1253.7,2793.84,1.1728,74.11
2018/07/11,6381.87,1250,2774.02,1.1722,70.47
2018/07/12,6245.63,1244.85,2798.29,1.1692,70.28
2018/07/13,6217.61,1240.5,2801.31,1.1667,71.03
2018/07/14,6247.23,NA,NA,NA,NA
2018/07/15,6349.04,NA,NA,NA,NA
2018/07/16,6726.4,1244.9,2798.43,1.171,68.22
2018/07/17,7314.94,1243.65,2809.55,1.1664,68.03
2018/07/18,7378.76,1223.45,2815.62,1.1645,68.78
2018/07/19,7470.82,1217.4,2804.49,1.1604,69.42
2018/07/20,7330.54,1224.85,2801.83,1.1708,70.31
2018/07/21,7404.29,NA,NA,NA,NA
2018/07/22,7396.29,NA,NA,NA,NA
2018/07/23,7717.5,1229.45,2806.98,1.1702,67.9
2018/07/24,8397.63,1224.3,2820.4,1.1684,70.77
2018/07/25,8166.76,1230.55,2846.07,1.1677,71.13
2018/07/26,7929.61,1228.35,2837.44,1.1654,71.59
2018/07/27,8183.02,1219.15,2818.82,1.166,68.66
2018/07/28,8229.96,NA,NA,NA,NA
2018/07/29,8215.56,NA,NA,NA,NA
2018/07/30,8168,1222.05,2802.6,1.1718,71.19
2018/07/31,7726.89,1219.2,2816.29,1.1706,69.88
2018/08/01,7603.75,1222.75,2813.36,1.1666,68.8
2018/08/02,7535.02,1217.6,2827.22,1.1612,68.95
2018/08/03,7415.56,1207.7,2840.35,1.1597,68.49
2018/08/04,7009.09,NA,NA,NA,NA
2018/08/05,7026.99,NA,NA,NA,NA
2018/08/06,6937.07,1212,2850.4,1.1564,69.01
2018/08/07,6717.21,1215.4,2858.45,1.1597,69.17
2018/08/08,6280.58,1212.35,2857.7,1.1598,66.92
2018/08/09,6537.9,1215.5,2853.58,1.1566,66.81
2018/08/10,6143.3,1211.65,2833.28,1.1399,67.61
2018/08/11,6233.38,NA,NA,NA,NA
2018/08/12,6312.83,NA,NA,NA,NA
2018/08/13,6252.37,1204.4,2821.93,1.1396,67.25
2018/08/14,6192.31,1195.3,2839.96,1.1351,67.04
2018/08/15,6270.04,1186.7,2818.37,1.1332,65.07
2018/08/16,6314.24,1179.65,2840.69,1.1388,65.44
2018/08/17,6583.24,1176.7,2850.13,1.141,65.93
2018/08/18,6395.35,NA,NA,NA,NA
2018/08/19,6485.75,NA,NA,NA,NA
2018/08/20,6256.61,1188.75,2857.05,1.1438,66.5
2018/08/21,6477.38,1194.1,2862.96,1.1534,67.32
2018/08/22,6357.59,1196.85,2861.82,1.1595,67.85
2018/08/23,6525.61,1187.3,2856.98,1.1567,69.13
2018/08/24,6692.62,1189.95,2874.69,1.1625,69.71
2018/08/25,6732.5,NA,NA,NA,NA
2018/08/26,6707.63,NA,NA,NA,NA
2018/08/27,6907.66,NA,2896.74,1.1676,69.97
2018/08/28,7076.74,1212.75,2897.52,1.172,68.54
2018/08/29,7035.81,1204.3,2914.04,1.1699,69.68
2018/08/30,6982.4,1202.35,2901.13,1.1646,70.25
2018/08/31,7013.97,1206.85,2901.52,1.1596,69.84
2018/09/01,7192.3,NA,NA,NA,NA
2018/09/02,7295.13,NA,NA,NA,NA
2018/09/03,7261.49,1201.7,NA,NA,NA
2018/09/04,7358.5,1195.75,2896.72,1.1566,69.82
2018/09/05,6687.01,1194.7,2888.6,1.162,68.69
2018/09/06,6498.62,1204.3,2878.05,1.1624,67.81
2018/09/07,6396.27,1200.75,2871.68,1.1572,67.73
2018/09/08,6183.38,NA,NA,NA,NA
2018/09/09,6238.54,NA,NA,NA,NA
2018/09/10,6305.57,1195.8,2877.13,1.1604,67.55
2018/09/11,6282.92,1194,2887.89,1.1591,69.29
2018/09/12,6328.93,1197.8,2888.92,1.1626,70.37
2018/09/13,6486.62,1206.65,2904.18,1.1672,68.6
2018/09/14,6492.37,1206.2,2904.98,1.1656,68.98
2018/09/15,6515.9,NA,NA,NA,NA
2018/09/16,6497.37,NA,NA,NA,NA
2018/09/17,6251.16,1196.8,2888.8,NA,68.86
2018/09/18,6334.2,1199.4,2904.31,NA,NA
2018/09/19,6388.98,1203,2907.95,NA,NA
2018/09/20,6491.64,1203,2930.75,NA,NA
